#Thorlabs FTS
[SpectrumHeader]
#Date;20250722
#Time;11454684
#GMTTime;16454684
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;50
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;15.000000
#TriggerMode;0
#InterferometerSerial;M00454521
#Source;
#AirMeasureOpt;0
#WnrMin;13463.064453
#WnrMax;31093.257813
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.216131287e+02;3.601640055e-04
3.217207947e+02;-1.302640449e-04
3.218284607e+02;2.460886317e-04
3.219361267e+02;1.437857718e-04
3.220438232e+02;3.790311166e-04
3.221515198e+02;-1.467458351e-04
3.222592163e+02;3.002523736e-04
3.223669434e+02;-1.082459057e-04
3.224746399e+02;4.005788651e-04
3.225823669e+02;-2.222879120e-04
3.226900940e+02;6.359732943e-04
3.227978210e+02;-2.566983458e-04
3.229055786e+02;3.037105198e-04
3.230133362e+02;-2.142029261e-04
3.231210938e+02;3.923690238e-04
3.232288513e+02;-2.162971359e-04
3.233366089e+02;6.755441427e-04
3.234443970e+02;-1.294652175e-04
3.235521851e+02;4.183674755e-04
3.236599731e+02;5.128618795e-06
3.237677612e+02;4.580708628e-04
3.238755798e+02;-1.336254354e-04
3.239833984e+02;5.159685388e-04
3.240912170e+02;-9.340613178e-05
3.241990356e+02;5.349887651e-04
3.243068542e+02;1.241280552e-04
3.244147034e+02;5.069441395e-04
3.245225525e+02;4.668775728e-05
3.246304016e+02;5.890420871e-04
3.247382813e+02;-7.925379759e-05
3.248461304e+02;2.149183274e-04
3.249540100e+02;-2.499227121e-04
3.250618896e+02;4.427668464e-04
3.251697998e+02;-1.184401481e-04
3.252776794e+02;3.268803994e-04
3.253855896e+02;9.337071242e-05
3.254934998e+02;4.542953393e-04
3.256014099e+02;4.334597907e-05
3.257093201e+02;5.135719548e-04
3.258172607e+02;-2.221587201e-04
3.259252014e+02;5.375997280e-04
3.260331421e+02;2.115488751e-04
3.261410828e+02;3.206022666e-04
3.262490540e+02;-8.639029693e-05
3.263570251e+02;4.375620920e-04
3.264649963e+02;2.099339181e-04
3.265729675e+02;4.806580255e-04
3.266809387e+02;-1.538710494e-04
3.267889404e+02;3.748525342e-04
3.268969421e+02;1.671095524e-04
3.270049438e+02;3.926406207e-04
3.271129761e+02;-8.930383774e-05
3.272209778e+02;5.031102919e-04
3.273290100e+02;2.853014739e-04
3.274370422e+02;6.228666753e-04
3.275450745e+02;9.627734835e-05
3.276531372e+02;5.986632896e-04
3.277611694e+02;-1.332437241e-04
3.278692322e+02;3.386211174e-04
3.279772949e+02;1.359957387e-04
3.280853882e+02;4.700557329e-04
3.281934509e+02;1.578198571e-04
3.283015442e+02;4.058479681e-04
3.284096375e+02;-1.049879138e-04
3.285177612e+02;4.951799638e-04
3.286258545e+02;1.387520606e-04
3.287339783e+02;4.934612080e-04
3.288421021e+02;-2.135716641e-04
3.289502258e+02;2.670324757e-04
3.290583496e+02;-2.550212666e-04
3.291665039e+02;4.110567970e-04
3.292746582e+02;1.095826228e-04
3.293828125e+02;2.827299468e-04
3.294909668e+02;-1.082015933e-05
3.295991516e+02;5.946996389e-04
3.297073059e+02;-9.073613910e-05
3.298154907e+02;6.551732076e-04
3.299237061e+02;-1.401190093e-04
3.300318909e+02;3.361011914e-04
3.301401062e+02;1.912946209e-05
3.302482910e+02;4.607686715e-04
3.303565369e+02;-1.166893271e-04
3.304647522e+02;4.119380901e-04
3.305729675e+02;-1.301494340e-04
3.306812134e+02;4.957995261e-04
3.307894592e+02;1.615644724e-04
3.308977051e+02;7.169912569e-04
3.310059814e+02;-2.049678733e-04
3.311142273e+02;4.388055822e-04
3.312225037e+02;1.362969924e-04
3.313307800e+02;3.937520669e-04
3.314390869e+02;-4.205880487e-06
3.315473633e+02;4.634082725e-04
3.316556702e+02;5.496470112e-05
3.317639771e+02;4.321406595e-04
3.318722839e+02;-1.527105487e-04
3.319805908e+02;4.566496063e-04
3.320889282e+02;1.176811420e-04
3.321972656e+02;4.154423659e-04
3.323056030e+02;-2.829165314e-04
3.324139404e+02;4.612508928e-04
3.325223083e+02;-1.067496923e-04
3.326306458e+02;4.093392345e-04
3.327390137e+02;-2.841190872e-05
3.328474121e+02;5.011081812e-04
3.329557800e+02;-2.580956425e-05
3.330641785e+02;6.149014807e-04
3.331725464e+02;1.920221075e-05
3.332809753e+02;5.052330089e-04
3.333893738e+02;7.189889402e-06
3.334977722e+02;3.628316335e-04
3.336062012e+02;3.303859921e-05
3.337146301e+02;4.329039948e-04
3.338230591e+02;-5.729591794e-05
3.339315186e+02;4.901325447e-04
3.340399475e+02;-3.356289199e-06
3.341484070e+02;4.141490208e-04
3.342568665e+02;-9.542212501e-05
3.343653259e+02;4.012862919e-04
3.344738159e+02;-1.021599965e-04
3.345823059e+02;4.281869042e-04
3.346907654e+02;-1.079521389e-04
3.347992859e+02;3.347840393e-04
3.349077759e+02;-3.212268894e-06
3.350162964e+02;3.520620521e-04
3.351247864e+02;2.327045804e-04
3.352333069e+02;5.460852408e-04
3.353418579e+02;2.280548324e-05
3.354503784e+02;3.909257066e-04
3.355589294e+02;-2.314281664e-05
3.356674805e+02;6.572109996e-04
3.357760315e+02;-1.460120257e-04
3.358845825e+02;5.921407719e-04
3.359931641e+02;-5.935008085e-05
3.361017456e+02;5.446108989e-04
3.362103271e+02;4.566996267e-06
3.363189087e+02;4.695138487e-04
3.364274902e+02;2.500139526e-04
3.365361023e+02;3.605535312e-04
3.366447144e+02;1.135547645e-04
3.367533264e+02;3.831628128e-04
3.368619385e+02;-9.223725647e-05
3.369705811e+02;6.218478666e-04
3.370791931e+02;-2.960652928e-04
3.371878357e+02;4.280135618e-04
3.372965088e+02;4.322910172e-06
3.374051514e+02;4.636960512e-04
3.375138245e+02;2.217711881e-07
3.376224670e+02;5.591696245e-04
3.377311401e+02;-1.889703126e-04
3.378398438e+02;4.534690233e-04
3.379485168e+02;1.259236014e-04
3.380572205e+02;4.020254128e-04
3.381659241e+02;-1.063138625e-04
3.382746277e+02;6.997695309e-04
3.383833313e+02;5.251228868e-05
3.384920654e+02;6.371852360e-04
3.386007996e+02;2.299295738e-04
3.387095337e+02;7.642973796e-04
3.388182678e+02;-4.506013647e-05
3.389270020e+02;6.726903375e-04
3.390357666e+02;1.138854859e-04
3.391445313e+02;4.137627548e-04
3.392532959e+02;-1.653975341e-04
3.393620605e+02;4.676634853e-04
3.394708557e+02;9.740170754e-06
3.395796509e+02;5.533464719e-04
3.396884460e+02;2.613698889e-04
3.397972412e+02;3.185020178e-04
3.399060364e+02;-2.623288765e-06
3.400148621e+02;2.404362458e-04
3.401236877e+02;-2.347489317e-05
3.402325134e+02;4.152332840e-04
3.403413391e+02;-1.771121315e-04
3.404501953e+02;4.058917402e-04
3.405590210e+02;6.510218373e-05
3.406678772e+02;5.630052183e-04
3.407767334e+02;6.723107072e-05
3.408856201e+02;4.302410234e-04
3.409944763e+02;-9.693269385e-05
3.411033630e+02;2.823710674e-04
3.412122498e+02;-1.498464117e-04
3.413211365e+02;3.065966011e-04
3.414300537e+02;-2.488745668e-04
3.415389404e+02;4.820961040e-04
3.416478577e+02;6.228812708e-05
3.417567749e+02;3.725616261e-04
3.418656921e+02;-8.972748037e-05
3.419746399e+02;4.334179976e-04
3.420835876e+02;-1.689848286e-04
3.421925354e+02;4.083717067e-04
3.423014832e+02;-4.987155262e-05
3.424104309e+02;5.038095987e-04
3.425194092e+02;3.569584442e-05
3.426283569e+02;6.031653029e-04
3.427373352e+02;-8.419001097e-05
3.428463440e+02;3.079929447e-04
3.429553223e+02;1.815450960e-04
3.430643311e+02;6.035194965e-04
3.431733398e+02;2.670009962e-05
3.432823486e+02;4.045241512e-04
3.433913574e+02;1.483615633e-04
3.435003662e+02;3.648021084e-04
3.436094055e+02;-2.854116319e-04
3.437184448e+02;3.541307815e-04
3.438274841e+02;-1.673096085e-05
3.439365540e+02;6.808925536e-04
3.440455933e+02;-3.809350528e-05
3.441546631e+02;3.201658546e-04
3.442637329e+02;-4.916997568e-06
3.443728027e+02;4.029013216e-04
3.444819031e+02;1.882896322e-04
3.445909729e+02;5.397915957e-04
3.447000732e+02;1.197511028e-05
3.448091736e+02;2.206943900e-04
3.449182739e+02;-1.635137742e-04
3.450274048e+02;6.517536822e-04
3.451365356e+02;-1.392153208e-04
3.452456665e+02;4.589766613e-04
3.453547974e+02;4.605302092e-05
3.454639282e+02;3.062126343e-04
3.455730896e+02;1.564327104e-04
3.456822205e+02;8.009914891e-04
3.457913818e+02;-9.395257075e-05
3.459005737e+02;6.545423530e-04
3.460097351e+02;-1.424978836e-04
3.461189270e+02;7.437692257e-04
3.462280884e+02;-1.302007440e-04
3.463372803e+02;1.338531001e-04
3.464465027e+02;-7.088040729e-05
3.465556946e+02;5.388268037e-04
3.466649170e+02;2.273653081e-04
3.467741394e+02;3.225456749e-04
3.468833618e+02;1.946500997e-04
3.469925842e+02;4.033730365e-04
3.471018372e+02;-1.179779938e-04
3.472110596e+02;3.316163202e-04
3.473203125e+02;-1.480696665e-04
3.474295654e+02;6.311459583e-04
3.475388489e+02;-1.010226624e-04
3.476481018e+02;5.185279879e-04
3.477573853e+02;1.469124400e-04
3.478666687e+02;4.799463495e-04
3.479759521e+02;-1.102510068e-04
3.480852661e+02;4.683138395e-04
3.481945801e+02;-9.991394472e-05
3.483038635e+02;5.729046534e-04
3.484131775e+02;-1.663331386e-05
3.485225220e+02;6.359896506e-04
3.486318359e+02;-3.199981074e-05
